SampleID,413,443,490,510,560,620,665,681,709,754,761,779,865
GID_1,0.000963848,0.001071495,0.001563129,0.001888156,0.003127496,0.002574063,0.002309953,0.002188202,0.001902751,0.000538698,0.000547146,0.000514235,0.000256346
GID_2,0.000885097,0.001028653,0.001578471,0.001931284,0.003294795,0.002693133,0.002380581,0.00224396,0.001956998,0.000557814,0.000557689,0.000534604,0.000263944
GID_3,0.000973585,0.001125755,0.00171381,0.0020871,0.003536648,0.00290671,0.002570465,0.002430427,0.002153154,0.000628005,0.000626612,0.000602325,0.000295718
GID_4,0.003633322,0.004397331,0.006235338,0.007393774,0.011501393,0.013960111,0.013567241,0.013672005,0.012617969,0.005629697,0.005677549,0.005722861,0.003579994
